33
ex/15.fasta	N	15_GERM	ex/15.part.txt
ex/1.fasta	N	1_GERM	ex/1.part.txt
ex/10.fasta	N	10_GERM	ex/10.part.txt
ex/11.fasta	N	11_GERM	ex/11.part.txt
ex/12.fasta	N	12_GERM	ex/12.part.txt
ex/16.fasta	N	16_GERM	ex/16.part.txt
ex/18.fasta	N	18_GERM	ex/18.part.txt
ex/19.fasta	N	19_GERM	ex/19.part.txt
ex/2.fasta	N	2_GERM	ex/2.part.txt
ex/20.fasta	N	20_GERM	ex/20.part.txt
ex/21.fasta	N	21_GERM	ex/21.part.txt
ex/22.fasta	N	22_GERM	ex/22.part.txt
ex/23.fasta	N	23_GERM	ex/23.part.txt
ex/26.fasta	N	26_GERM	ex/26.part.txt
ex/27.fasta	N	27_GERM	ex/27.part.txt
ex/3.fasta	N	3_GERM	ex/3.part.txt
ex/31.fasta	N	31_GERM	ex/31.part.txt
ex/32.fasta	N	32_GERM	ex/32.part.txt
ex/33.fasta	N	33_GERM	ex/33.part.txt
ex/34.fasta	N	34_GERM	ex/34.part.txt
ex/35.fasta	N	35_GERM	ex/35.part.txt
ex/36.fasta	N	36_GERM	ex/36.part.txt
ex/37.fasta	N	37_GERM	ex/37.part.txt
ex/38.fasta	N	38_GERM	ex/38.part.txt
ex/39.fasta	N	39_GERM	ex/39.part.txt
ex/4.fasta	N	4_GERM	ex/4.part.txt
ex/40.fasta	N	40_GERM	ex/40.part.txt
ex/41.fasta	N	41_GERM	ex/41.part.txt
ex/43.fasta	N	43_GERM	ex/43.part.txt
ex/5.fasta	N	5_GERM	ex/5.part.txt
ex/7.fasta	N	7_GERM	ex/7.part.txt
ex/8.fasta	N	8_GERM	ex/8.part.txt
ex/9.fasta	N	9_GERM	ex/9.part.txt
